mdate,key,author,editor,title,pages,year,volume,journal,number,url,ee,address,booktitle,month,cdrom,publisher,note,crossref,isbn,series,school,chapter,cite
2009-09-21,journalsciiAzizGMC05,Hayder Aziz|James Gao|Paul G. Maropoulos|Wai M. Cheung,,Open standard| open source and peer-to-peer tools and methods for collaborative product development.,260-271,2005,56,Computers in Industry,3,db/journals/cii/cii56.html#AzizGMC05,http://dx.doi.org/10.1016/j.compind.2004.12.002,,,,,,,,,,,,journalsactaHonkala11
2009-09-17,journalsciiLaportiBB09,Viviane Laporti|Marcos R. S. Borges|Vanessa P. Braganholo,,Athena: A collaborative approach to requirements elicitation.,367-380,2009,60,Computers in Industry,6,db/journals/cii/cii60.html#LaportiBB09,http://dx.doi.org/10.1016/j.compind.2009.02.011,,,,,,,,,,,,journalsactaHonkala11
2013-11-27,journalsciiWangX02,H. Wang|D. Xue,,An intelligent zone-based delivery scheduling approach.,109-125,2002,48,Computers in Industry,2,db/journals/cii/cii48.html#WangX02,http://dx.doi.org/10.1016/S0166-3615(02)00017-9,,,,,,,,,,,,journalsactaHonkala11
2009-09-14,journalsciiNudurupatiAT07,Sai S. Nudurupati|Tanweer Arshad|Trevor Turner,,n case investigating manufacturing methodologies.,667-676,2007,58,Computers in Industry,7,db/journals/cii/cii58.html#NudurupatiAT07,http://dx.doi.org/10.1016/j.compind.2007.05.005,,,,,,,,,,,,journalsactaBozapalidisFR12
2011-12-01,journalsciiBjorkEHJNNPS11,rk|Martin Erlandsson|kli|Kaarle Jaakkola|sa Nilsson|Kaj Nummila|Ville Puntanen|Antti Sirkka,,Monitoring environmental performance of the forestry supply chain using RFID.,830-841,2011,62,Computers in Industry,8-9,db/journals/cii/cii62.html#BjorkEHJNNPS11,http://dx.doi.org/10.1016/j.compind.2011.08.001,,,,,,,,,,,,journalsactaSimon83
2013-12-13,journalsciiChapurlatB08,Vincent Chapurlat|C. Braesch,,Verification| validation| qualification and certification of enterprise models: Statements and opportunities.,711-721,2008,59,Computers in Industry,7,db/journals/cii/cii59.html#ChapurlatB08,http://dx.doi.org/10.1016/j.compind.2007.12.018,,,,,,,,,,,,journalsactaBlum82
2012-12-22,journalsciiGuoPH13,Yuan Guo|Ying-hong Peng|Jie Hu,,Research on high creative application of case-based reasoning system on engineering design.,90-103,2013,64,Computers in Industry,1,db/journals/cii/cii64.html#GuoPH13,http://dx.doi.org/10.1016/j.compind.2012.10.006,,,,,,,,,,,,journalsactaKhomenkoKKV06
2011-09-26,journalsciiCheungC11,H. H. Cheung|S. H. Choi,,Implementation issues in RFID-based anti-counterfeiting systems.,708-718,2011,62,Computers in Industry,7,db/journals/cii/cii62.html#CheungC11,http://dx.doi.org/10.1016/j.compind.2011.04.001,,,,,,,,,,,,journalsactaHesselink13
2011-04-18,journalsciiLiY11,Xun Li|Sang Bong Yoo,,Integrity validation in semantic engineering design environment.,281-291,2011,62,Computers in Industry,3,db/journals/cii/cii62.html#LiY11,http://dx.doi.org/10.1016/j.compind.2010.09.006,,,,,,,,,,,,journalsactaBlum82
2009-09-14,journalsciiCavalieriTM07,Sergio Cavalieri|Sergio Terzi|Marco Macchi,,A Benchmarking Service for the evaluation and comparison of scheduling techniques.,656-666,2007,58,Computers in Industry,7,db/journals/cii/cii58.html#CavalieriTM07,http://dx.doi.org/10.1016/j.compind.2007.05.004,,,,,,,,,,,,journalsactaHonkala11
2012-09-28,journalsciiHuangMKA12,H. Q. Huang|P. Y. Mok|Y. L. Kwok|J. S. Au,,Block pattern generation: From parameterizing human bodies to fit feature-aligned and flattenable 3D garments.,680-691,2012,63,Computers in Industry,7,db/journals/cii/cii63.html#HuangMKA12,http://dx.doi.org/10.1016/j.compind.2012.04.001,,,,,,,,,,,,journalsactaHesselink13
2009-09-14,journalsciiSrdocBS07,Alira Srdoc|Ivan Bratko|Alojzij Sluga,,Machine learning applied to quality management - A study in ship repair domain.,464-473,2007,58,Computers in Industry,5,db/journals/cii/cii58.html#SrdocBS07,http://dx.doi.org/10.1016/j.compind.2006.09.013,,,,,,,,,,,,journalsactaBozapalidisFR12
2010-09-26,journalsciiSunilAP10,V. B. Sunil|Rupal Agarwal|S. S. Pande,,An approach to recognize interacting features from B-Rep CAD models of prismatic machined parts using a hybrid (graph and rule based) technique.,686-701,2010,61,Computers in Industry,7,db/journals/cii/cii61.html#SunilAP10,http://dx.doi.org/10.1016/j.compind.2010.03.011,,,,,,,,,,,,journalsactaHonkala11
2014-08-07,journalsciiGraafLTHV14,Klaas Andries de Graaf|Peng Liang|Antony Tang|Willem Robert van Hage|Hans van Vliet,,An exploratory study on ontology engineering for software architecture documentation.,1053-1064,2014,65,Computers in Industry,7,db/journals/cii/cii65.html#GraafLTHV14,http://dx.doi.org/10.1016/j.compind.2014.04.006,,,,,,,,,,,,journalsactaHonkala11
2009-09-24,journalsciiDingY04,Lian Ding|Yong Yue,,Novel ANN-based feature recognition incorporating design by features.,197-222,2004,55,Computers in Industry,2,db/journals/cii/cii55.html#DingY04,http://dx.doi.org/10.1016/j.compind.2004.02.002,,,,,,,,,,,,journalsactaHonkala11
2009-09-21,journalsciiHuangL05,You-Min Huang|Hsiang-Yao Lan,,CAD/CAE/CAM integration for increasing the accuracy of mask rapid prototyping system.,442-456,2005,56,dustry,5,db/journals/cii/cii56.html#HuangL05,http://dx.doi.org/10.1016/j.compind.2005.01.002,,,,,,,,,,,,journalsactaHesselink13
2009-09-14,journalsciiTrappeyH08,Amy J. C. Trappey|David W. Hsiao,,Applying collaborative design and modularized assembly for automotive ODM supply chain integration.,277-287,2008,59,Computers in Industry,2-3,db/journals/cii/cii59.html#TrappeyH08,http://dx.doi.org/10.1016/j.compind.2007.07.001,,,,,,,,,,,,journalsactaKhomenkoKKV06
2015-05-20,journalsciiFernandezTGSC15,ndez|Carlos Manuel Toledo|a Rosa Galli|Enrique Salomone|Omar Chiotti,,Agent-based monitoring service for management of disruptive events in supply chains.,89-101,2015,70,Computers in Industry,,db/journals/cii/cii70.html#FernandezTGSC15,http://dx.doi.org/10.1016/j.compind.2015.01.009,,,,,,,,,,,,journalsactaKhomenkoKKV06
2014-09-04,journalsciiGuL14,Xianguang Gu|Jianwei Lu,,Reliability-based robust assessment for multiobjective optimization design of improving occupant restraint system performance.,1169-1180,2014,65,Computers in Industry,8,db/journals/cii/cii65.html#GuL14,http://dx.doi.org/10.1016/j.compind.2014.07.003,,,,,,,,,,,,journalsactaHonkala11
2013-11-26,journalsciiCiuranaGCA03,Joaquim Ciurana|Maria Luisa Garcia-Romeu|R. Castro|í,,A system based on machined volumes to reduce the number of route sheets in process planning.,41-50,2003,51,Computers in Industry,1,db/journals/cii/cii51.html#CiuranaGCA03,http://dx.doi.org/10.1016/S0166-3615(03)00024-1,,,,,,,,,,,,journalsactaHesselink13
2009-09-17,journalsciiKuoW09,Chien-Fu Kuo|Mao-Jiun Wang,,Motion generation from MTM semantics.,339-348,2009,60,Computers in Industry,5,db/journals/cii/cii60.html#KuoW09,http://dx.doi.org/10.1016/j.compind.2009.01.006,,,,,,,,,,,,journalsactaHonkala11
2009-09-14,journalsciiZulchB07,lch|Marcel Becker,,Computer-supported competence management: Evolution of industrial processes as life cycles of organizations.,143-150,2007,58,Computers in Industry,2,db/journals/cii/cii58.html#ZulchB07,http://dx.doi.org/10.1016/j.compind.2006.09.012,,,,,,,,,,,,journalsactaBozapalidisFR12
2009-09-19,journalsciiWangL06,Qing-Hui Wang|Jing-Rong Li,,Interactive visualization of complex dynamic virtual environments for industrial assemblies.,366-377,2006,57,Computers in Industry,4,db/journals/cii/cii57.html#WangL06,http://dx.doi.org/10.1016/j.compind.2005.11.002,,,,,,,,,,,,journalsactaKhomenkoKKV06
2011-04-19,journalsciiVerhaegenDVDD11,Paul-Armand Verhaegen|Joris D'hondt|Dennis Vandevenne|Simon Dewulf|Joost R. Duflou,,Identifying candidates for design-by-analogy.,446-459,2011,62,Computers in Industry,4,VDD11,http://dx.doi.org/10.1016/j.compind.2010.12.007,,,,,,,,,,,,journalsactaMilner96
2009-09-17,journalsciiLeon09,Noel Leon,,The future of computer-aided innovation.,539-550,2009,60,Computers in Industry,8,db/journals/cii/cii60.html#Leon09,http://dx.doi.org/10.1016/j.compind.2009.05.010,,,,,,,,,,,,journalsactaBozapalidisFR12
2014-05-28,journalsciiRodriguezGP14,guez|Emilio Labra Gayo|ez de Pablos,,New trends on e-Procurement applying semantic technologies.,797-799,2014,65,Computers in Industry,5,db/journals/cii/cii65.html#RodriguezGP14,http://dx.doi.org/10.1016/j.compind.2014.04.002,,,,,,,,,,,,journalsactaSimon83
2013-11-27,journalsciiOpiyoHV02,Eliab Z. Opiyo|th|Joris S. M. Vergeest,,Quality assurance of design support software: review and analysis of the state of the art.,195-215,2002,49,Computers in Industry,2,db/journals/cii/cii49.html#OpiyoHV02,http://dx.doi.org/10.1016/S0166-3615(02)00082-9,,,,,,,,,,,,journalsactaSaxena96
2013-10-29,journalsciiJabrouniKGV13,Hicham Jabrouni|Bernard Kamsu-Foguem|Laurent Geneste|Christophe Vaysse,,Analysis reuse exploiting taxonomical information and belief assignment in industrial problem solving.,1035-1044,2013,64,Computers in Industry,8,db/journals/cii/cii64.html#JabrouniKGV13,http://dx.doi.org/10.1016/j.compind.2013.07.004,,,,,,,,,,,,journalsactaSimon83
2010-09-13,journalsciiKoLJN10,Hoo Sang Ko|Heejong Lim|Wootae Jeong|Shimon Y. Nof,,A statistical analysis of interference and effective deployment strategies for facility-specific wireless sensor networks.,472-479,2010,61,Computers in Industry,5,db/journals/cii/cii61.html#KoLJN10,http://dx.doi.org/10.1016/j.compind.2010.01.002,,,,,,,,,,,,journalsactaSaxena96
2012-11-19,journalsciiCutting-DecelleBVY12,oise Cutting-Decelle|J. L. Barraud|Bert Veenendaal|Robert I. M. Young,,Production information interoperability over the Internet: A standardised data acquisition tool developed for industrial enterprises.,824-834,2012,63,Computers in Industry,8,db/journals/cii/cii63.html#Cutting-DecelleBVY12,http://dx.doi.org/10.1016/j.compind.2012.08.010,,,,,,,,,,,,journalsactaKhomenkoKKV06
2015-08-06,journalsciiCampanelliFP15,Stefano Campanelli|Pierfrancesco Foglia|Cosimo Antonio Prete,,An architecture to integrate IEC 61131-3 systems in an IEC 61499 distributed solution.,47-67,2015,72,Computers in Industry,,db/journals/cii/cii72.html#CampanelliFP15,http://dx.doi.org/10.1016/j.compind.2015.04.002,,,,,,,,,,,,journalsactaHesselink13
2015-05-20,journalsciiLiaoWWT15,Yi-Wen Liao|Yu-Min Wang|Yi-Shun Wang|Yi-Min Tu,,Understanding the dynamics between organizational IT investment strategy and market performance: A system dynamics approach.,46-57,2015,71,Computers in Industry,,db/journals/cii/cii71.html#LiaoWWT15,http://dx.doi.org/10.1016/j.compind.2015.02.006,,,,,,,,,,,,journalsactaBozapalidisFR12
2014-03-26,journalsciiSola-MorenaGJ14,Jose M. Sola-Morena|Katja Gilly|Carlos Juiz,,Sustainability in Web server systems.,401-407,2014,65,Computers in Industry,3,db/journals/cii/cii65.html#Sola-MorenaGJ14,http://dx.doi.org/10.1016/j.compind.2013.11.009,,,,,,,,,,,,journalsactaHesselink13
2014-05-06,journalsciiWanMLL14,Neng Wan|Rong Mo|Linlin Liu|Ji Li,,New methods of creating MBD process model: On the basis of machining knowledge.,537-549,2014,65,Computers in Industry,4,db/journals/cii/cii65.html#WanMLL14,http://dx.doi.org/10.1016/j.compind.2013.12.005,,,,,,,,,,,,journalsactaBozapalidisFR12
2013-12-18,journalsciiSunS13,Jiuai Sun|Melvyn L. Smith,,Multidimensional imaging for skin tissue surface characterization.,1383-1389,2013,64,Computers in Industry,9,db/journals/cii/cii64.html#SunS13,http://dx.doi.org/10.1016/j.compind.2013.06.004,,,,,,,,,,,,journalsactaSimon83
2009-09-19,journalsciiHanY06,Tian Han|Bo-Suk Yang,,Development of an e-maintenance system integrating advanced techniques.,569-580,2006,57,Computers in Industry,6,db/journals/cii/cii57.html#HanY06,http://dx.doi.org/10.1016/j.compind.2006.02.009,,,,,,,,,,,,journalsactaKhomenkoKKV06
2012-03-12,journalsciiKosKM12,Tomaz Kos|Tomaz Kosar|jan Mernik,,Development of data acquisition systems by using a domain-specific modeling language.,181-192,2012,63,Computers in Industry,3,db/journals/cii/cii63.html#KosKM12,http://dx.doi.org/10.1016/j.compind.2011.09.004,,,,,,,,,,,,journalsactaBlum82
2015-03-13,journalsciiSunNL15,Hongyi Sun|Wenbin Ni|Rocky Lam,,A step-by-step performance assessment and improvement method for ERP implementation: Action case studies in Chinese companies.,40-52,2015,68,Computers in Industry,,db/journals/cii/cii68.html#SunNL15,http://dx.doi.org/10.1016/j.compind.2014.12.005,,,,,,,,,,,,journalsactaBlum82
2014-05-06,journalsciiHeloSHA14,Petri Helo|Mikko Suorsa|Yuqiuqe Hao|Pornthep Anussornnitisarn,,Toward a cloud-based manufacturing execution system for distributed manufacturing.,646-656,2014,65,Computers in Industry,4,db/journals/cii/cii65.html#HeloSHA14,http://dx.doi.org/10.1016/j.compind.2014.01.015,,,,,,,,,,,,journalsactaSaxena96
2013-10-29,journalsciiOttoEBB13,Boris Otto|Verena Ebner|Ehsan Baghi|Ran M. Bittmann,,Toward a business model reference for interoperability services.,887-897,2013,64,Computers in Industry,8,db/journals/cii/cii64.html#OttoEBB13,http://dx.doi.org/10.1016/j.compind.2013.06.017,,,,,,,,,,,,journalsactaSimon83
2013-11-26,journalsciiDuffyWN03,Vincent G. Duffy|Flora F. Wu|Parry P. W. Ng,,ternet virtual layout system for improving workplace safety.,207-230,2003,50,Computers in Industry,2,db/journals/cii/cii50.html#DuffyWN03,http://dx.doi.org/10.1016/S0166-3615(02)00121-5,,,,,,,,,,,,journalsactaBlum82
2013-11-27,journalsciiChen02,Mu-Chen Chen,,Roundness measurements for discontinuous perimeters via machine visions.,185-197,2002,47,Computers in Industry,2,db/journals/cii/cii47.html#Chen02,http://dx.doi.org/10.1016/S0166-3615(01)00143-9,,,,,,,,,,,,journalsactaSimon83
2009-09-21,journalsciiTsaiC05,Chieh-Yuan Tsai|C. Alec Chang,,A two-stage fuzzy approach to feature-based design retrieval.,493-505,2005,56,Computers in Industry,5,db/journals/cii/cii56.html#TsaiC05,http://dx.doi.org/10.1016/j.compind.2005.02.001,,,,,,,,,,,,journalsactaSaxena96
2009-09-17,journalsciiCampos09,Jaime Campos,,Development in the application of ICT in condition monitoring and maintenance.,1-20,2009,60,Computers in Industry,1,db/journals/cii/cii60.html#Campos09,http://dx.doi.org/10.1016/j.compind.2008.09.007,,,,,,,,,,,,journalsactaHesselink13
2011-04-18,journalsciiBaykasogluDK11,Adil Baykasoglu|Zeynep D. U. Durmusoglu|Vahit Kaplanoglu,,Training Fuzzy Cognitive Maps via Extended Great Deluge Algorithm with applications.,187-195,2011,62,Computers in Industry,2,luDK11,http://dx.doi.org/10.1016/j.compind.2010.10.011,,,,,,,,,,,,journalsactaHonkala11
2013-11-25,journalsciiKirsch-PinheiroLB03,Manuele Kirsch-Pinheiro|Valdeni de Lima|Marcos R. S. Borges,,A framework for awareness support in groupware systems.,47-57,2003,52,Computers in Industry,1,db/journals/cii/cii52.html#Kirsch-PinheiroLB03,http://dx.doi.org/10.1016/S0166-3615(03)00068-X,,,,,,,,,,,,journalsactaHonkala11
2011-04-18,journalsciiTrentinPF11,Alessio Trentin|Elisa Perin|Cipriano Forza,,Overcoming the customization-responsiveness squeeze by using product configurators: Beyond anecdotal evidence.,260-268,2011,62,Computers in Industry,3,db/journals/cii/cii62.html#TrentinPF11,http://dx.doi.org/10.1016/j.compind.2010.09.002,,,,,,,,,,,,journalsactaSaxena96
2012-05-15,journalsciiZhangLX10,Lianfeng (Linda) Zhang|Carman K. M. Lee|Qianli Xu,,Towards product customization: An integrated order fulfillment system.,213-222,2010,61,Computers in Industry,3,db/journals/cii/cii61.html#ZhangLX10,http://dx.doi.org/10.1016/j.compind.2009.09.003,,,,,,,,,,,,journalsactaKhomenkoKKV06
2009-09-17,journalsciiHolmstromKFL09,m|Risto Kajosaari|mling|Erik Langius,,Roadmap to tracking based business and intelligent products.,229-233,2009,60,Computers in Industry,3,db/journals/cii/cii60.html#HolmstromKFL09,http://dx.doi.org/10.1016/j.compind.2008.12.006,,,,,,,,,,,,journalsactaKhomenkoKKV06
2013-11-27,journalsciiShen02,Weiming Shen,,Editorial of the Special Issue on CSCW in Design.,1-2,2002,48,Computers in Industry,1,db/journals/cii/cii48.html#Shen02,http://dx.doi.org/10.1016/S0166-3615(02)00005-2,,,,,,,,,,,,journalsactaSaxena96
2009-09-21,journalsciiRodriguezA05,guez|Ahmed Al-Ashaab,,Knowledge web-based system architecture for collaborative product development.,125-140,2005,56,Computers in Industry,1,db/journals/cii/cii56.html#RodriguezA05,http://dx.doi.org/10.1016/j.compind.2004.07.004,,,,,,,,,,,,journalsactaSimon83
2013-11-27,journalsciiSvenssonB02,Carsten Svensson|Ari Barfod,,Limits and opportunities in mass customization for build to order SMEs.,77-89,2002,49,Computers in Industry,1,db/journals/cii/cii49.html#SvenssonB02,http://dx.doi.org/10.1016/S0166-3615(02)00060-X,,,,,,,,,,,,journalsactaMilner96
2013-02-27,journalsciiPekinMMR13,Ethem Pekin|Cathy Macharis|Dries Meers|Piet Rietveld,,Location Analysis Model for Belgian Intermodal Terminals: Importance of the value of time in the intermodal transport chain.,113-120,2013,64,Computers in Industry,2,db/journals/cii/cii64.html#PekinMMR13,http://dx.doi.org/10.1016/j.compind.2012.06.001,,,,,,,,,,,,journalsactaSimon83
2009-09-14,journalsciiUrdanetaCQAARCR07,Guido Urdaneta|Juan A. Colmenares|stor V. Queipo|é|valo|Ruz|ctor Corzo|na Romero,,A reference software architecture for the development of industrial automation high-level applications in the petroleum industry.,35-45,2007,58,Computers in Industry,1,db/journals/cii/cii58.html#UrdanetaCQAARCR07,http://dx.doi.org/10.1016/j.compind.2006.04.020,,,,,,,,,,,,journalsactaHonkala11
2013-11-27,journalsciiHadellisKM02,Loukas Hadellis|Stavros A. Koubias|Vassilios Makios,,An integrated approach for an interoperable industrial networking architecture consisting of heterogeneous fieldbuses.,283-298,2002,49,Computers in Industry,3,db/journals/cii/cii49.html#HadellisKM02,http://dx.doi.org/10.1016/S0166-3615(02)00097-0,,,,,,,,,,,,journalsactaBlum82
2014-10-06,journalsciiSmithB14,Fabrizio Smith|Devis Bianchini,,Selection| ranking and composition of semantically enriched business processes.,1253-1263,2014,65,Computers in Industry,9,db/journals/cii/cii65.html#SmithB14,http://dx.doi.org/10.1016/j.compind.2014.07.009,,,,,,,,,,,,journalsactaHesselink13
2010-05-07,journalsciiKhalgui10,Mohamed Khalgui,,NCES-based modelling and CTL-based verification of reconfigurable embedded control systems.,198-212,2010,61,Computers in Industry,3,db/journals/cii/cii61.html#Khalgui10,http://dx.doi.org/10.1016/j.compind.2009.09.004,,,,,,,,,,,,journalsactaHesselink13
2013-11-25,journalsciiRamirezHPR04,rez|Rodolfo Haber|a|guez,,Fuzzy control of a multiple hearth furnace.,105-113,2004,54,Computers in Industry,1,db/journals/cii/cii54.html#RamirezHPR04,http://dx.doi.org/10.1016/j.compind.2003.05.001,,,,,,,,,,,,journalsactaMilner96
2013-11-25,journalsciiChaconBH04,n|Isabel Besembel|Jean-Claude Hennet,,Coordination and optimization in oil and gas production complexes.,17-37,2004,53,Computers in Industry,1,db/journals/cii/cii53.html#ChaconBH04,http://dx.doi.org/10.1016/j.compind.2003.06.001,,,,,,,,,,,,journalsactaHonkala11
