mdate,key,author,editor,title,pages,year,volume,journal,number,url,ee,address,booktitle,month,cdrom,publisher,note,crossref,isbn,series,school,chapter,cite
2009-09-19,journalsciiLiuWL06,Zhenkai Liu|Lihui Wang|Bingheng Lu,,Integrating cross-sectional imaging based reverse engineering with rapid prototyping.,131-140,2006,57,Computers in Industry,2,db/journals/cii/cii57.html#LiuWL06,http://dx.doi.org/10.1016/j.compind.2005.05.003,,,,,,,,,,,,journalsactaSaxena96
2010-12-29,journalsciiChenXZL11,W. L. Chen|S. Q. (Shane) Xie|F. F. Zeng|B. M. Li,,A new process knowledge representation approach using parameter flow chart.,9-22,2011,62,Computers in Industry,1,db/journals/cii/cii62.html#ChenXZL11,http://dx.doi.org/10.1016/j.compind.2010.05.016,,,,,,,,,,,,journalsactaHonkala11
2012-09-28,journalsciiRauffetCB12,Philippe Rauffet|Catherine Da Cunha|Alain Bernard,,Conceptual model and IT system for organizational capability management.,706-722,2012,63,Computers in Industry,7,db/journals/cii/cii63.html#RauffetCB12,http://dx.doi.org/10.1016/j.compind.2012.05.004,,,,,,,,,,,,journalsactaHesselink13
2009-09-21,journalsciiBerchetH05,Claire Berchet|Georges Habchi,,The implementation and deployment of an ERP system: An industrial case study.,588-605,2005,56,Computers in Industry,6,db/journals/cii/cii56.html#BerchetH05,http://dx.doi.org/10.1016/j.compind.2005.02.009,,,,,,,,,,,,journalsactaMilner96
2014-05-06,journalsciiKublerVDTRF14,Sylvain Kubler|Alexandre Voisin|William Derigent|Thomas|Eric Rondeau|mling,,Group fuzzy AHP approach to embed relevant data on communicating material.,675-692,2014,65,Computers in Industry,4,db/journals/cii/cii65.html#KublerVDTRF14,http://dx.doi.org/10.1016/j.compind.2014.01.018,,,,,,,,,,,,journalsactaKhomenkoKKV06
2009-09-14,journalsciiQiuKWF07,Z. M. Qiu|K. F. Kok|Yoke San Wong|Jerry Y. H. Fuh,,Role-based 3D visualisation for asynchronous PLM collaboration.,747-755,2007,58,Computers in Industry,8-9,db/journals/cii/cii58.html#QiuKWF07,http://dx.doi.org/10.1016/j.compind.2007.02.006,,,,,,,,,,,,journalsactaHesselink13
2014-11-27,journalsciiEspindolaFGPBH13,ndola|Luca Fumagalli|Marco Garetti|Carlos Eduardo Pereira|Silvia S. C. Botelho|Renato Ventura Henriques,,A model-based approach for data integration to improve maintenance management by mixed reality.,376-391,2013,64,Computers in Industry,4,db/journals/cii/cii64.html#EspindolaFGPBH13,http://dx.doi.org/10.1016/j.compind.2013.01.002,,,,,,,,,,,,journalsactaBlum82
2009-09-19,journalsciiHeH06,Fazhi He|Soonhung Han,,A method and tool for human-human interaction and instant collaboration in CSCW-based CAD.,740-751,2006,57,Computers in Industry,8-9,db/journals/cii/cii57.html#HeH06,http://dx.doi.org/10.1016/j.compind.2006.04.019,,,,,,,,,,,,journalsactaHesselink13
2013-11-25,journalsciiKornienkoKP04,Sergey Kornienko|Olga Kornienko|rg Priese,,ssignment problem.,273-290,2004,54,Computers in Industry,3,db/journals/cii/cii54.html#KornienkoKP04,http://dx.doi.org/10.1016/j.compind.2003.11.002,,,,,,,,,,,,journalsactaKhomenkoKKV06
2009-09-19,journalsciiHaoSZPL06,Qi Hao|Weiming Shen|Zhan Zhang|Seong-Whan Park|Jai-Kyung Lee,,Agent-based collaborative product design engineering: An industrial case study.,26-38,2006,57,Computers in Industry,1,db/journals/cii/cii57.html#HaoSZPL06,http://dx.doi.org/10.1016/j.compind.2005.04.008,,,,,,,,,,,,journalsactaHesselink13
2013-10-29,journalsciiSinderenJD13,Marten van Sinderen|Pontus Johnson|Guy Doumeingts,,Computer in Industry Special Issue on Interoperability and Future Internet for Next-Generation Enterprises Editorial and state of the art.,881-886,2013,64,Computers in Industry,8,db/journals/cii/cii64.html#SinderenJD13,http://dx.doi.org/10.1016/j.compind.2013.08.002,,,,,,,,,,,,journalsactaKhomenkoKKV06
2009-09-17,journalsciiHusigK09,sig|Stefan Kohn,,Computer aided innovation - State of the art from a new product development perspective.,551-562,2009,60,Computers in Industry,8,db/journals/cii/cii60.html#HusigK09,http://dx.doi.org/10.1016/j.compind.2009.05.011,,,,,,,,,,,,journalsactaSaxena96
2009-10-30,journalsciiYangMC09,Xiaoyu Yang|Philip R. Moore|Seng Kwong Chong,,roduct-related services.,184-194,2009,60,Computers in Industry,3,db/journals/cii/cii60.html#YangMC09,http://dx.doi.org/10.1016/j.compind.2008.12.009,,,,,,,,,,,,journalsactaSaxena96
2014-02-26,journalsciiSternbergA14,Henrik Sternberg|Magnus Andersson,,Decentralized intelligence in freight transport - A critical review.,306-313,2014,65,Computers in Industry,2,db/journals/cii/cii65.html#SternbergA14,http://dx.doi.org/10.1016/j.compind.2013.11.011,,,,,,,,,,,,journalsactaHesselink13
2009-09-17,journalsciiJingHHCL09,Shu-xu Jing|Fa-zhi He|Soon-hung Han|Xian-tao Cai|Hua-Jun Liu,,A method for topological entity correspondence in a replicated collaborative CAD system.,467-475,2009,60,Computers in Industry,7,db/journals/cii/cii60.html#JingHHCL09,http://dx.doi.org/10.1016/j.compind.2009.02.005,,,,,,,,,,,,journalsactaSimon83
2013-11-25,journalsciiPreitlF03,Stefan Preitl|Laurent Foulloy,,Editorial.,197-198,2003,52,Computers in Industry,3,db/journals/cii/cii52.html#PreitlF03,http://dx.doi.org/10.1016/S0166-3615(03)00126-X,,,,,,,,,,,,journalsactaMilner96
2014-07-10,journalsciiZhaoL05,Dongming Zhao 0001|Songtao Li,,A 3D image processing method for manufacturing process automation.,975-985,2005,56,Computers in Industry,8-9,nals/cii/cii56.html#ZhaoL05,http://dx.doi.org/10.1016/j.compind.2005.05.021,,,,,,,,,,,,journalsactaHesselink13
2010-09-13,journalsciiJinJ10,Beom Suk Jin|Yong Gu Ji,,Usability risk level evaluation for physical user interface of mobile phone.,350-363,2010,61,Computers in Industry,4,db/journals/cii/cii61.html#JinJ10,http://dx.doi.org/10.1016/j.compind.2009.12.006,,,,,,,,,,,,journalsactaKhomenkoKKV06
2015-04-21,journalsciiGuoCL15,Sophie Huey-Ming Guo|Her-Kun Chang|Chun-Yi Lin,,Impact of Mobile Diabetes Self-Care System on patients' knowledge| behavior and efficacy.,22-29,2015,69,Computers in Industry,,db/journals/cii/cii69.html#GuoCL15,http://dx.doi.org/10.1016/j.compind.2014.11.001,,,,,,,,,,,,journalsactaHesselink13
2013-11-25,journalsciiTrappeyT04,Amy J. C. Trappey|Charles V. Trappey,,Global content management services for product providers and purchasers.,39-58,2004,53,Computers in Industry,1,db/journals/cii/cii53.html#TrappeyT04,http://dx.doi.org/10.1016/S0166-3615(03)00125-8,,,,,,,,,,,,journalsactaHesselink13
2015-04-21,journalsciiAndriopoulouBL15,Foteini Andriopoulou|Konstantinos D. Birkos|Dimitrios K. Lymberopoulos,,P2Care: A dynamic peer-to-peer network for collaboration in personalized healthcare service delivery.,45-60,2015,69,Computers in Industry,,db/journals/cii/cii69.html#AndriopoulouBL15,http://dx.doi.org/10.1016/j.compind.2014.09.007,,,,,,,,,,,,journalsactaSimon83
2009-09-19,journalsciiBellatrecheXPH06,Ladjel Bellatreche|Dung Nguyen Xuan|Guy Pierra|Dehainsala Hondjack,,Contribution of ontology-based data modeling to automatic integration of electronic catalogues within engineering databases.,711-724,2006,57,Computers in Industry,8-9,db/journals/cii/cii57.html#BellatrecheXPH06,http://dx.doi.org/10.1016/j.compind.2006.04.015,,,,,,,,,,,,journalsactaKhomenkoKKV06
2013-11-27,journalsciiLiuSL02,Qingbin Liu|Guanghua Sui|Ming C. Leu,,Experimental study on the ice pattern fabrication for the investment casting by rapid freeze prototyping (RFP).,181-197,2002,48,Computers in Industry,3,db/journals/cii/cii48.html#LiuSL02,http://dx.doi.org/10.1016/S0166-3615(02)00042-8,,,,,,,,,,,,journalsactaHesselink13
2012-07-05,journalsciiKimLMJHKH12,Ikjune Kim|Jaechul Lee|Duhwan Mun|Hongbae Jun|Jinsang Hwang|Jeong Tae Kim|Soonhung Han,,Securing design checking service for the regulation-based product design.,586-596,2012,63,Computers in Industry,6,db/journals/cii/cii63.html#KimLMJHKH12,http://dx.doi.org/10.1016/j.compind.2012.04.002,,,,,,,,,,,,journalsactaKhomenkoKKV06
2010-09-13,journalsciiBreslinO10a,John G. Breslin|David O'Sullivan,,Editorial.,727-728,2010,61,Computers in Industry,8,db/journals/cii/cii61.html#BreslinO10a,http://dx.doi.org/10.1016/j.compind.2010.05.001,,,,,,,,,,,,journalsactaHesselink13
2015-05-20,journalsciiFerreiraV15,rreira|Evgeniy Vasilyev,,Using logical decision trees to discover the cause of process delays from event logs.,194-207,2015,70,Computers in Industry,,db/journals/cii/cii70.html#FerreiraV15,http://dx.doi.org/10.1016/j.compind.2015.02.009,,,,,,,,,,,,journalsactaMilner96
2011-09-26,journalsciiLiL11,Jituo Li|Guodong Lu,,Customizing 3D garments based on volumetric deformation.,693-707,2011,62,Computers in Industry,7,db/journals/cii/cii62.html#LiL11,http://dx.doi.org/10.1016/j.compind.2011.04.002,,,,,,,,,,,,journalsactaSaxena96
2013-11-27,journalsciiXuFT02,Zhi-Gang Xu|John H. Frazer|Ming Xi Tang,,Novel design methodology supporting product life-cycle design.,253-265,2002,49,Computers in Industry,3,db/journals/cii/cii49.html#XuFT02,http://dx.doi.org/10.1016/S0166-3615(02)00100-8,,,,,,,,,,,,journalsactaKhomenkoKKV06
2010-05-07,journalsciiMovahed-KhahOG10,Reza Movahed-Khah|Egon Ostrosi|Olivier Garro,,Analysis of interaction dynamics in collaborative and distributed design process.,2-14,2010,61,Computers in Industry,1,db/journals/cii/cii61.html#Movahed-KhahOG10,http://dx.doi.org/10.1016/j.compind.2009.05.007,,,,,,,,,,,,journalsactaKhomenkoKKV06
2010-05-07,journalsciiConchaERM10,David Concha|Javier Espadas|David Romero|Arturo Molina,,The e-HUB evolution: From a Custom Software Architecture to a Software-as-a-Service implementation.,5-151,2010,61,Computers in Industry,2,db/journals/cii/cii61.html#ConchaERM10,http://dx.doi.org/10.1016/j.compind.2009.10.010,,,,,,,,,,,,journalsactaSaxena96
2009-09-14,journalsciiDuXNPL08,Shichang Du|Lifeng Xi|Jun Ni|Ershun Pan|C. Richard Liu,,Product lifecycle-oriented quality and productivity improvement based on stream of variation methodology.,180-192,2008,59,Computers in Industry,2-3,db/journals/cii/cii59.html#DuXNPL08,http://dx.doi.org/10.1016/j.compind.2007.06.023,,,,,,,,,,,,journalsactaHesselink13
2013-12-18,journalsciiChoiC14,S. H. Choi|Y. Cai,,A virtual prototyping system with reconfigurable actuators for multi-material layered manufacturing.,37-49,2014,65,Computers in Industry,1,db/journals/cii/cii65.html#ChoiC14,http://dx.doi.org/10.1016/j.compind.2013.08.001,,,,,,,,,,,,journalsactaMilner96
2013-11-20,journalsciiLinTC12,Yung-I Lin|Kai-Wen Tien|Chih-Hsing Chu,,Multi-agent hierarchical negotiation based on augmented price schedules decomposition for distributed design.,597-609,2012,63,Computers in Industry,6,db/journals/cii/cii63.html#LinTC12,http://dx.doi.org/10.1016/j.compind.2012.02.017,,,,,,,,,,,,journalsactaHonkala11
2015-03-13,journalsciiBectSM15,Pierre Bect|Zineb Simeu-Abazi|Pierre-Loic Maisonneuve,,Identification of abnormal events by data monitoring: Application to complex systems.,78-88,2015,68,Computers in Industry,,db/journals/cii/cii68.html#BectSM15,http://dx.doi.org/10.1016/j.compind.2014.12.008,,,,,,,,,,,,journalsactaBozapalidisFR12
2009-09-19,journalsciiLeeuwenF06,J. P. van Leeuwen|S. Fridqvist,,An information model for collaboration in the construction Industry.,809-816,2006,57,Computers in Industry,8-9,db/journals/cii/cii57.html#LeeuwenF06,http://dx.doi.org/10.1016/j.compind.2006.04.011,,,,,,,,,,,,journalsactaBozapalidisFR12
2015-08-06,journalsciiBermudez-EdoHNH15,dez-Edo|n Hurtado|Manuel Noguera|Nuria Hurtado-Torres,,Managing technological knowledge of patents: HCOntology| a semantic approach.,1-13,2015,72,Computers in Industry,,db/journals/cii/cii72.html#Bermudez-EdoHNH15,http://dx.doi.org/10.1016/j.compind.2015.03.010,,,,,,,,,,,,journalsactaMilner96
2009-09-29,journalsciiIzzaVB08,d Izza|Lucien Vincent|Patrick Burlat,,Exploiting semantic web services in achieving flexible application integration in the microelectronics field.,722-740,2008,59,Computers in Industry,7,db/journals/cii/cii59.html#IzzaVB08,http://dx.doi.org/10.1016/j.compind.2007.12.015,,,,,,,,,,,,journalsactaMilner96
2015-11-24,journalsciiDingYYWWZS15,Wenbo Ding|Fang Yang|Hui Yang 0007|Jintao Wang|Xiaofei Wang|Xun Zhang|Jian Song,,applications.,170-178,2015,68,Computers in Industry,,db/journals/cii/cii68.html#DingYYWWZS15,http://dx.doi.org/10.1016/j.compind.2015.01.006,,,,,,,,,,,,journalsactaHonkala11
2013-10-29,journalsciiCuencaBAT13,Llanos Cuenca|s Boza|M. M. E. Alemany|Jos J. M. Trienekens,,Structural elements of coordination mechanisms in collaborative planning processes and their assessment through maturity models: Application to a ceramic tile company.,898-911,2013,64,Computers in Industry,8,db/journals/cii/cii64.html#CuencaBAT13,http://dx.doi.org/10.1016/j.compind.2013.06.019,,,,,,,,,,,,journalsactaKhomenkoKKV06
2009-09-14,journalsciiRahmaniA07,Keyvan Rahmani|Behrooz Arezoo,,A hybrid hint-based and graph-based framework for recognition of interacting milling features.,304-312,2007,58,Computers in Industry,4,db/journals/cii/cii58.html#RahmaniA07,http://dx.doi.org/10.1016/j.compind.2006.07.001,,,,,,,,,,,,journalsactaHonkala11
2014-01-03,journalsciiValckenaers01,Paul Valckenaers,,Editorial of the Special Issue on Holonic Manufacturing Systems.,233-234,2001,46,Computers in Industry,3,db/journals/cii/cii46.html#Valckenaers01,http://dx.doi.org/10.1016/S0166-3615(01)00131-2,,,,,,,,,,,,journalsactaHesselink13
2013-11-26,journalsciiBaranyiTYP03,ter Baranyi|Domonkos Tikk|Yeung Yam|Ron J. Patton,,From differential equations to PDC controller design via numerical transformation.,-297,2003,51,Computers in Industry,3,db/journals/cii/cii51.html#BaranyiTYP03,http://dx.doi.org/10.1016/S0166-3615(03)00058-7,,,,,,,,,,,,journalsactaHesselink13
2014-05-11,journalsciiJoshiP01,Madhukar Joshi|Scott Paiva,,Web-based mining of statistical information.,3-11,2001,45,Computers in Industry,1,db/journals/cii/cii45.html#JoshiP01,http://dx.doi.org/10.1016/S0166-3615(01)00077-X,,,,,,,,,,,,journalsactaMilner96
2009-09-21,journalsciiWoernerW05,Jan Woerner|rn,,A security architecture integrated co-operative engineering platform for organised model exchange in a Digital Factory environment.,347-360,2005,56,Computers in Industry,4,db/journals/cii/cii56.html#WoernerW05,http://dx.doi.org/10.1016/j.compind.2005.01.011,,,,,,,,,,,,journalsactaMilner96
2011-04-18,journalsciiDereliDD11,rkay Dereli|Alptekin Durmusoglu|Tugrul U. Daim,,Buyer/seller collaboration through measurement of beliefs on innovativeness of products.,205-212,2011,62,Computers in Industry,2,db/journals/cii/cii62.html#DereliDD11,http://dx.doi.org/10.1016/j.compind.2010.10.013,,,,,,,,,,,,journalsactaHesselink13
2013-06-28,journalsciiLailiTZCLS13,Yuanjun Laili|Fei Tao|Lin Zhang 0009|Ying Cheng|Yongliang Luo|Bhaba R. Sarker,,A Ranking Chaos Algorithm for dual scheduling of cloud service and computing resource in private cloud.,448-463,2013,64,Computers in Industry,4,db/journals/cii/cii64.html#LailiTZCLS13,http://dx.doi.org/10.1016/j.compind.2013.02.008,,,,,,,,,,,,journalsactaHesselink13
2009-09-14,journalsciiMaF08,Yongsheng Ma|Jerry Y. H. Fuh,,Product lifecycle modelling| analysis and management.,107-109,2008,59,Computers in Industry,2-3,db/journals/cii/cii59.html#MaF08,http://dx.doi.org/10.1016/j.compind.2007.06.005,,,,,,,,,,,,journalsactaKhomenkoKKV06
2009-09-14,journalsciiZhengYZL08,L. Zheng|X. M. Yang|Z. H. Zhang|T. I. Liu,,A web-based machining parameter selection system for life cycle cost reduction and product quality enhancement.,254-261,2008,59,Computers in Industry,2-3,db/journals/cii/cii59.html#ZhengYZL08,http://dx.doi.org/10.1016/j.compind.2007.06.009,,,,,,,,,,,,journalsactaBozapalidisFR12
2009-09-19,journalsciiNilssonF06,Patrik Nilsson|m,,Managing stakeholder requirements in a product modelling system.,167-177,2006,57,Computers in Industry,2,db/journals/cii/cii57.html#NilssonF06,http://dx.doi.org/10.1016/j.compind.2005.06.003,,,,,,,,,,,,journalsactaHesselink13
2010-05-07,journalsciiTuncelA10,Gonca Tuncel|n Alpan,,Risk assessment and management for supply chain networks: A case study.,250-259,2010,61,Computers in Industry,3,0,http://dx.doi.org/10.1016/j.compind.2009.09.008,,,,,,,,,,,,journalsactaSaxena96
2013-11-26,journalsciiHameriP03,Ari-Pekka Hameri|Rainer Puittinen,,WWW-enabled knowledge management for distributed engineering projects.,165-177,2003,50,Computers in Industry,2,db/journals/cii/cii50.html#HameriP03,http://dx.doi.org/10.1016/S0166-3615(02)00118-5,,,,,,,,,,,,journalsactaKhomenkoKKV06
2013-04-16,journalsciiBleakieD13,Alexander Bleakie|Dragan Djurdjanovic,,Feature extraction| condition monitoring| and fault modeling in semiconductor manufacturing systems.,203-213,2013,64,Computers in Industry,3,db/journals/cii/cii64.html#BleakieD13,http://dx.doi.org/10.1016/j.compind.2012.10.002,,,,,,,,,,,,journalsactaHonkala11
2010-05-07,journalsciiBriere-CoteRD10,é|Louis Rivest|Alain Desrochers,,Adaptive generic product structure modelling for design reuse in engineer-to-order products.,53-65,2010,61,Computers in Industry,1,db/journals/cii/cii61.html#Briere-CoteRD10,http://dx.doi.org/10.1016/j.compind.2009.07.005,,,,,,,,,,,,journalsactaHonkala11
2009-09-17,journalsciiGrefenMKWE09,Paul W. P. J. Grefen|Nikolay Mehandjiev|Giorgos Kouvas|Georg Weichhart|Rik Eshuis,,Dynamic business network process management in instant virtual enterprises.,86-103,2009,60,Computers in Industry,2,db/journals/cii/cii60.html#GrefenMKWE09,http://dx.doi.org/10.1016/j.compind.2008.06.006,,,,,,,,,,,,journalsactaHonkala11
2010-05-07,journalsciiLuhCP10,Yuan-Ping Luh|Chih-Hsing Chu|Chih-Chin Pan,,Data management of green product development with generic modularized product architecture.,223-234,2010,61,Computers in Industry,3,db/journals/cii/cii61.html#LuhCP10,http://dx.doi.org/10.1016/j.compind.2009.09.002,,,,,,,,,,,,journalsactaKhomenkoKKV06
2012-06-02,journalsciiZhuGLT12,Haihua Zhu|James Gao|Dongbo Li|Dunbing Tang,,A Web-based Product Service System for aerospace maintenance| repair and overhaul services.,338-348,2012,63,Computers in Industry,4,db/journals/cii/cii63.html#ZhuGLT12,http://dx.doi.org/10.1016/j.compind.2012.02.016,,,,,,,,,,,,journalsactaMilner96
2012-06-02,journalsciiLeeKKN12,Ju-Yeon Lee|Hyoung Seok Kang|Gun Yeon Kim|Sang Do Noh,,Concurrent material flow analysis by P3R-driven modeling and simulation in PLM.,513-527,2012,63,Computers in Industry,5,db/journals/cii/cii63.html#LeeKKN12,http://dx.doi.org/10.1016/j.compind.2012.02.004,,,,,,,,,,,,journalsactaHesselink13
2013-12-18,journalsciiKhajaviPH14,Siavash H. Khajavi|Jouni Partanen|m,,Additive manufacturing in the spare parts supply chain.,50-63,2014,65,Computers in Industry,1,db/journals/cii/cii65.html#KhajaviPH14,http://dx.doi.org/10.1016/j.compind.2013.07.008,,,,,,,,,,,,journalsactaBozapalidisFR12
2009-09-21,journalsciiMotwaniSG05,Jaideep Motwani|Ram Subramanian|Pradeep Gopalakrishna,,Critical factors for successful ERP implementation: Exploratory findings from four case studies.,529-544,2005,56,Computers in Industry,6,db/journals/cii/cii56.html#MotwaniSG05,http://dx.doi.org/10.1016/j.compind.2005.02.005,,,,,,,,,,,,journalsactaBozapalidisFR12
2009-09-21,journalsciiEdinbaroughBB05,Immanuel Edinbarough|Roberto Balderas|Subhash Bose,,A vision and robot based on-line inspection monitoring system for electronic manufacturing.,986-996,2005,56,Computers in Industry,8-9,db/journals/cii/cii56.html#EdinbaroughBB05,http://dx.doi.org/10.1016/j.compind.2005.05.022,,,,,,,,,,,,journalsactaBlum82
2009-09-14,journalsciiChuWT08,Chih-Hsing Chu|Charlie C. L. Wang|Chi-Rung Tsai,,zier patches.,601-611,2008,59,Computers in Industry,6,db/journals/cii/cii59.html#ChuWT08,http://dx.doi.org/10.1016/j.compind.2008.03.001,,,,,,,,,,,,journalsactaHesselink13
2009-09-21,journalsciiMotai05,Yuichi Motai,,Salient feature extraction of industrial objects for an automated assembly system.,943-957,2005,56,Computers in Industry,8-9,db/journals/cii/cii56.html#Motai05,http://dx.doi.org/10.1016/j.compind.2005.05.020,,,,,,,,,,,,journalsactaBozapalidisFR12
2013-11-25,journalsciiQinHWW04,Sheng Feng Qin|Robert Harrison|Andrew A. West|K. Wright,,Development of a novel 3D simulation modelling system for distributed manufacturing.,69-81,2004,54,Computers in Industry,1,db/journals/cii/cii54.html#QinHWW04,http://dx.doi.org/10.1016/j.compind.2003.07.005,,,,,,,,,,,,journalsactaSaxena96
2009-09-14,journalsciiDongenJVA07,Boudewijn F. van Dongen|Monique H. Jansen-Vullers|H. M. W. Verbeek|Wil M. P. van der Aalst,,Verification of the SAP reference models using EPC reduction| state-space analysis| and invariants.,578-601,2007,58,Computers in Industry,6,db/journals/cii/cii58.html#DongenJVA07,http://dx.doi.org/10.1016/j.compind.2007.01.001,,,,,,,,,,,,journalsactaHonkala11
2013-11-27,journalsciiGoonetillakeCG02,Jeevani Samantha Goonetillake|Tom W. Carnduff|W. Alex Gray,,An integrity constraint management framework in engineering design.,29-44,2002,48,Computers in Industry,1,db/journals/cii/cii48.html#GoonetillakeCG02,http://dx.doi.org/10.1016/S0166-3615(02)00008-8,,,,,,,,,,,,journalsactaSaxena96
2013-11-26,journalsciiBeckett03,Ronald C. Beckett,,Determining the anatomy of business systems for a virtual enterprise.,127-138,2003,51,Computers in Industry,2,db/journals/cii/cii51.html#Beckett03,http://dx.doi.org/10.1016/S0166-3615(03)00032-0,,,,,,,,,,,,journalsactaHesselink13
2014-12-12,journalsciiFabianKKMG12,Benjamin Fabian|Steffen Kunz|Marcel Konnegen|ller 0001|nther,,Access control for semantic data federations in industrial product-lifecycle management.,930-940,2012,63,Computers in Industry,9,db/journals/cii/cii63.html#FabianKKMG12,http://dx.doi.org/10.1016/j.compind.2012.08.015,,,,,,,,,,,,journalsactaKhomenkoKKV06
2013-12-18,journalsciiBodeinRC14,Yannick Bodein|Bertrand Rose|Emmanuel Caillaud,,Explicit reference modeling methodology in parametric CAD system.,136-147,2014,65,Computers in Industry,1,db/journals/cii/cii65.html#BodeinRC14,http://dx.doi.org/10.1016/j.compind.2013.08.004,,,,,,,,,,,,journalsactaKhomenkoKKV06
2014-05-06,journalsciiOhHY14,Jeongsu Oh|Jeongho Han|Jeongsam Yang,,A fuzzy-based decision-making method for evaluating product discontinuity at the product transition point.,746-760,2014,65,Computers in Industry,4,db/journals/cii/cii65.html#OhHY14,http://dx.doi.org/10.1016/j.compind.2014.02.012,,,,,,,,,,,,journalsactaHesselink13
2013-11-26,journalsciiDelenB03,Dursun Delen|Perakath C. Benjamin,,Towards a truly integrated enterprise modeling and analysis environment.,257-268,2003,51,Computers in Industry,3,db/journals/cii/cii51.html#DelenB03,http://dx.doi.org/10.1016/S0166-3615(03)00063-0,,,,,,,,,,,,journalsactaSaxena96
2009-09-17,journalsciiLiS09,Weidong Li|Weiming Shen,,Collaborative engineering: From concurrent engineering to enterprise collaboration.,365-366,2009,60,Computers in Industry,6,db/journals/cii/cii60.html#LiS09,http://dx.doi.org/10.1016/j.compind.2009.02.012,,,,,,,,,,,,journalsactaBozapalidisFR12
2013-10-29,journalsciiCoutinhoCJ13,Carlos Coutinho|Adina Cretan|alves,,Sustainable interoperability on space mission feasibility studies.,925-937,2013,64,Computers in Industry,8,db/journals/cii/cii64.html#CoutinhoCJ13,http://dx.doi.org/10.1016/j.compind.2013.06.016,,,,,,,,,,,,journalsactaSimon83
2013-12-18,journalsciiJimeno-MorenillaSS13,Antonio Jimeno-Morenilla|nchez-Romero|rez,,Augmented and Virtual Reality techniques for footwear.,1371-1382,2013,64,Computers in Industry,9,db/journals/cii/cii64.html#Jimeno-MorenillaSS13,http://dx.doi.org/10.1016/j.compind.2013.06.008,,,,,,,,,,,,journalsactaMilner96
2009-09-14,journalsciiDolinskyJC07,Jens-Uwe Dolinsky|Ian Jenkinson|Gary Colquhoun,,Application of genetic programming to the calibration of industrial robots.,255-264,2007,58,Computers in Industry,3,db/journals/cii/cii58.html#DolinskyJC07,http://dx.doi.org/10.1016/j.compind.2006.06.003,,,,,,,,,,,,journalsactaKhomenkoKKV06
2010-12-29,journalsciiLeeSR11,Jae Yeol Lee|Dong Woo Seo|Gue Won Rhee,,Tangible authoring of 3D virtual scenes in dynamic augmented reality environment.,107-119,2011,62,try,1,db/journals/cii/cii62.html#LeeSR11,http://dx.doi.org/10.1016/j.compind.2010.07.003,,,,,,,,,,,,journalsactaHesselink13
2014-05-17,journalsciiZhangLDK05,Liwei Zhang|Martin Levesley|Abbas Dehghani|Tim King 0002,,Integration of sorting system for contaminant removal from wool using a second computer.,843-853,2005,56,Computers in Industry,8-9,db/journals/cii/cii56.html#ZhangLDK05,http://dx.doi.org/10.1016/j.compind.2005.05.011,,,,,,,,,,,,journalsactaSaxena96
2010-12-29,journalsciiLeeHY11,Jonghwan Lee|Soonhung Han|Jeongsam Yang,,Construction of a computer-simulated mixed reality environment for virtual factory layout planning.,86-98,2011,62,Computers in Industry,1,db/journals/cii/cii62.html#LeeHY11,http://dx.doi.org/10.1016/j.compind.2010.07.001,,,,,,,,,,,,journalsactaHesselink13
2009-09-17,journalsciiAlbersRTM09,Albert Albers|n Rovira|llez|Thomas Maier,,Development of an engine crankshaft in a framework of computer-aided innovation.,604-612,2009,60,Computers in Industry,8,db/journals/cii/cii60.html#AlbersRTM09,http://dx.doi.org/10.1016/j.compind.2009.05.017,,,,,,,,,,,,journalsactaSimon83
2012-12-22,journalsciiMathraniM13,Anuradha Mathrani|Sanjay Mathrani,,Test strategies in distributed software development environments.,1-9,2013,64,Computers in Industry,1,db/journals/cii/cii64.html#MathraniM13,://dx.doi.org/10.1016/j.compind.2012.09.002,,,,,,,,,,,,journalsactaBlum82
2014-07-16,journalsciiSelakBS14,Luka Selak|Peter Butala|Alojzij Sluga,,Condition monitoring and fault diagnostics for hydropower plants.,924-936,2014,65,Computers in Industry,6,db/journals/cii/cii65.html#SelakBS14,http://dx.doi.org/10.1016/j.compind.2014.02.006,,,,,,,,,,,,journalsactaSaxena96
2014-08-07,journalsciiYildirimK14,Orcun Yildirim|Geylani Kardas,,A multi-agent system for minimizing energy costs in cement production.,1076-1084,2014,65,Computers in Industry,7,db/journals/cii/cii65.html#YildirimK14,http://dx.doi.org/10.1016/j.compind.2014.05.002,,,,,,,,,,,,journalsactaMilner96
2009-09-14,journalsciiPouliquenBMC07,Mamy Pouliquen|Alain Bernard|Jacques Marsot|Laurent Chodorge,,Virtual hands and virtual reality multimodal platform to design safer industrial systems.,46-56,2007,58,Computers in Industry,1,db/journals/cii/cii58.html#PouliquenBMC07,http://dx.doi.org/10.1016/j.compind.2006.04.001,,,,,,,,,,,,journalsactaKhomenkoKKV06
2012-06-02,journalsciiYahiaAP12,Esma Yahia|Alexis Aubry|Panetto,,Formal measures for semantic interoperability assessment in cooperative enterprise information systems.,443-457,2012,63,Computers in Industry,5,hiaAP12,http://dx.doi.org/10.1016/j.compind.2012.01.010,,,,,,,,,,,,journalsactaSaxena96
